mm_policy,qa_function,explore_policy,pretrain_semantic,long_capacity,semantic_decay_factor,test_mean,test_std
semantic,strongest,avoid_walls,exclude_walls,6,0.9,135.62,13.957850837431957
handcrafted,latest,random,include_walls,6,0.99,133.02,9.61319925935169
random,random,random,False,6,0.8,132.94,10.706371934507041
random,latest_strongest,random,include_walls,6,0.7,132.28,29.55424842556481
semantic,strongest,avoid_walls,include_walls,6,0.8,132.0,12.02630450304664
semantic,strongest,avoid_walls,include_walls,6,0.9,131.84,8.20160959812158
handcrafted,latest_strongest,random,False,6,0.9,131.64,25.84249213988464
random,latest,random,include_walls,6,0.9,131.26,24.286753591206878
handcrafted,random,random,exclude_walls,6,0.8,130.02,22.69355855744092
random,random,random,False,6,0.9,129.8,30.64767527888535
random,latest_strongest,random,False,6,0.7,129.6,25.73938616206688
random,random,random,False,6,0.7,129.45999999999998,23.09628541562474
random,latest_strongest,random,include_walls,6,0.99,129.24,14.215709619994351
random,random,random,include_walls,6,0.99,128.76,19.550304345457132
random,latest_strongest,random,exclude_walls,6,0.9,127.3,30.047429174556676
handcrafted,latest,random,False,6,0.8,127.28,11.299628312471173
episodic,latest,random,False,6,0.7,125.86000000000001,14.07914770147682
episodic,latest,random,False,6,0.8,125.86000000000001,14.07914770147682
episodic,latest,random,False,6,0.9,125.85999999999999,14.07914770147682
episodic,latest,random,False,6,0.99,125.85999999999999,14.07914770147682
handcrafted,latest,random,exclude_walls,6,0.99,125.52000000000001,16.28402898548145
handcrafted,latest,random,exclude_walls,6,0.7,125.16000000000001,19.768115742275487
random,latest_strongest,random,False,6,0.99,125.04,17.917432851834548
random,latest,random,exclude_walls,6,0.8,123.66,26.765545015934197
handcrafted,latest,random,False,6,0.7,122.96000000000001,15.121851738461135
random,random,random,exclude_walls,6,0.99,122.5,16.450288751265134
random,latest_strongest,random,False,6,0.9,121.92,17.49873138258885
